asset,status,exchange,timeframe,start_date,end_date,total_bars,seed,fail_reason,sl_mult,tp1_mult,tp2_mult,tp3_mult,tenkan,kijun,tenkan_5,kijun_5,is_sharpe,is_return,is_trades,val_sharpe,val_return,val_trades,oos_sharpe,oos_return,oos_trades,oos_max_dd,oos_pf,wfe,mc_p,error
IMX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,3.75,9.0,10.0,5,22,16,25,78,1.1992005378941846,9.72754257422055,288,1.1334786256598548,2.9540476938392457,102,-0.33896868822501036,-0.9065795081773853,100,-8.049208563630472,0.9260193335740928,-0.28266222163329313,0.338,
IMX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.5,3.75,9.0,10.0,5,22,16,25,78,1.1992005378941846,9.72754257422055,288,1.1334786256598548,2.9540476938392457,102,-0.33896868822501036,-0.9065795081773853,100,-8.049208563630472,0.9260193335740928,-0.28266222163329313,0.338,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.4599244061529517,23.820688382454392,327,3.5630884640977944,8.40891612393686,102,1.9656545280448576,4.109307620813207,85,-2.124413291955485,1.58545612899008,0.5681206573615419,0.024,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.829038510895814,11.747586197089577,237,-0.715831944086806,-1.0707321582096863,82,-0.10884883548990046,-0.1751107270025365,75,-3.061393695705117,0.9717102922765873,-0.038475558063518024,0.154,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.4424261014955366,16.756810993894522,258,0.0002790677809255883,-0.04526434460556672,114,-0.6573818978548217,-1.2150403843801505,96,-4.448226461513394,0.8772386381452688,-0.19096470874690005,0.39,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.5,1.5,4.0,10.0,5,34,15,27,52,2.549778117796382,10.41384279549078,354,1.030100710213047,1.2929066976454795,105,1.2094648784299784,1.613481529963745,102,-1.9855651815176456,1.27749447239944,0.4743412260025376,0.076,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.1908272048899082,18.55617996389254,342,-0.8012650262970371,-2.4068890074318783,138,1.2714913488861534,3.5763410393342188,123,-3.6548958807228527,1.2362686219353027,0.5803704400092327,0.092,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16540,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.37440225932562,19.70399666699818,222,1.4589523530645834,2.1696752738289637,104,-0.1411118706949171,-0.23428910104643652,83,-3.115484455469275,0.9674844038651504,-0.02625629119034789,0.24,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16904,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.4829029411193253,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.018137017346046,2.190336314969432,47,-0.005235849457374542,54.07149504036206,1.727908333676377,0.0,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.6483054159420867,22.25673967632673,303,-1.4104037937684548,-4.117410641440733,132,1.2373229788295268,3.280204891106786,99,-3.198751188400162,1.2892265185361078,0.4672130983764845,0.098,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,4.25,7.5,9.5,18,38,10,25,52,3.245896572184066,21.17525031454297,312,-2.259701237224542,-5.275897988873368,129,0.8822554791376416,2.0419699042207418,120,-4.22766754004763,1.1538376104171917,0.27180640526201316,0.068,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17237,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.0824257355673206,16.254708185308452,306,0.1652428761642245,0.2603877762472617,126,-1.1687731505322805,-2.211209224095312,99,-4.240463211246171,0.7766430234991919,-0.3791731742458891,0.17,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,4.25,7.5,9.5,18,38,10,25,52,3.2458963619016,21.175248542100245,312,-2.2597012327327732,-5.2758979797003835,129,0.8822553255996618,2.0419695181887354,120,-4.227667555480519,1.153837581332775,0.271806375568564,0.078,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.5,1.5,4.0,10.0,5,34,15,27,52,2.549778117796382,10.41384279549078,354,1.0301007107845077,1.2929066982683146,105,1.209464584744119,1.6134811044780095,102,-1.9855651901243054,1.2774943992117358,0.4743411108215901,0.072,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.190827122468416,18.556179153623155,342,-0.801265025730035,-2.406889005678603,138,1.2714911208511113,3.576340443980275,123,-3.6548959018311677,1.2362685733112824,0.5803703577571725,0.102,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16541,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.37440225932562,19.70399666699818,222,1.4589523530645834,2.1696752738289637,104,-0.1410902790505146,-0.23428910104643652,83,-3.115484455469275,0.9674844038651504,-0.026252273693450442,0.23,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16905,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.018136756260906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7279945902261444,0.0,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.442425996711992,16.75681034297196,258,0.0002790728322077787,-0.045264335013073254,114,-0.6573821385695374,-1.2150408000542345,96,-4.448226479667284,0.8772385961508051,-0.19096478448554338,0.392,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17238,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.0824257355673206,16.254708185308452,306,0.16521862381350083,0.2603877762472617,126,-1.1687743671924427,-2.211211875307506,99,-4.240465862458365,0.7766428155125206,-0.379173568954559,0.178,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.442425996711992,16.75681034297196,258,0.0002790728322077787,-0.045264335013073254,114,-0.6573821385695374,-1.2150408000542345,96,-4.448226479667284,0.8772385961508051,-0.19096478448554338,0.392,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,4.25,7.5,9.5,18,38,10,25,52,3.2458963619016,21.175248542100245,312,-2.2597012327327732,-5.2758979797003835,129,0.8822553255996618,2.0419695181887354,120,-4.227667555480519,1.153837581332775,0.271806375568564,0.078,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.648305332267042,22.256738831131063,303,-1.4104037897697674,-4.117410631070939,132,1.2373229007465412,3.280204669250897,99,-3.1987511954265857,1.2892264961110889,0.4672130836542739,0.11,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.5,1.5,4.0,10.0,5,34,15,27,52,2.549778117796382,10.41384279549078,354,1.0301007107845077,1.2929066982683146,105,1.209464584744119,1.6134811044780095,102,-1.9855651901243054,1.2774943992117358,0.4743411108215901,0.072,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.459924169637355,23.82068551059382,327,3.5630884686282243,8.408916142804967,102,1.9656519842985085,4.10930319484899,85,-2.124417717918803,1.585455129248992,0.5681199609945597,0.018,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.8290384721765114,11.747586014105881,237,-0.7158319418743945,-1.0707321550990079,82,-0.10884891145388409,-0.17511083108598946,75,-3.0613936988304724,0.9717102754615701,-0.03847558544162941,0.184,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.648305332267042,22.256738831131063,303,-1.4104037897697674,-4.117410631070939,132,1.2373229007465412,3.280204669250897,99,-3.1987511954265857,1.2892264961110889,0.4672130836542739,0.11,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17238,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.0824257355673206,16.254708185308452,306,0.16521862381350083,0.2603877762472617,126,-1.1687743671924427,-2.211211875307506,99,-4.240465862458365,0.7766428155125206,-0.379173568954559,0.178,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16905,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.018136756260906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7279945902261444,0.0,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.807448886077926,12.720552939937747,234,1.585872880615798,1.6575386327323915,69,1.5757085651926346,2.009856302490376,94,-2.1669427882756387,1.387374194584935,0.4138489083738641,0.02,
CRV,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.25,5.5,9.5,9,28,9,16,52,0.9466503847811562,6.884666779674631,361,-4.144147526548996,-9.602762326615121,126,1.7628806515991517,4.348968560216693,117,-1.545616784607251,1.3577644207169892,1.8622299002251916,0.036,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,9.5,10.0,7,21,10,18,52,3.3856693258515924,20.183397847776273,268,0.1478636478672374,0.23890475880359308,103,-0.9525175010008141,-2.219577063614886,112,-5.018718355801299,0.8160445436200863,-0.28133801896357047,0.342,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.640246971683408,10.770717573178912,207,0.34190158681286986,0.5047213004009787,87,0.9482205196343928,1.4629348850220714,84,-2.2826887046739297,1.2022396434773033,0.359140841672782,0.588,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.190827122468416,18.556179153623155,342,-0.801265025730035,-2.406889005678603,138,1.2714911208511113,3.576340443980275,123,-3.6548959018311677,1.2362685733112824,0.5803703577571725,0.102,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.25,5.5,6.5,5,28,15,26,52,2.0394386472711945,6.313449069819166,270,0.5710696169106584,0.659730485853327,102,0.5411592551613439,0.667321654161146,102,-2.0042797778315524,1.118178658103834,0.2653471610364081,0.384,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.459924169637355,23.82068551059382,327,3.5630884686282243,8.408916142804967,102,1.9656519842985085,4.10930319484899,85,-2.124417717918803,1.585455129248992,0.5681199609945597,0.018,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.8290384721765114,11.747586014105881,237,-0.7158319418743945,-1.0707321550990079,82,-0.10884891145388409,-0.17511083108598946,75,-3.0613936988304724,0.9717102754615701,-0.03847558544162941,0.184,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389732749664,15.129077091981102,321,-0.16750958280220044,-0.5628021995054633,114,1.3250792611631559,4.008276527679722,120,-4.987637019110613,1.2535198669494807,0.7503539370365512,0.018,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16541,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.37440225932562,19.70399666699818,222,1.4589523530645834,2.1696752738289637,104,-0.1410902790505146,-0.23428910104643652,83,-3.115484455469275,0.9674844038651504,-0.026252273693450442,0.23,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,18,38,9,19,52,3.9223971305930045,28.836129830173828,309,0.4114793332497662,0.9213900257839747,114,2.9150151653507774,7.285094798032121,99,-1.4997027798063667,1.7675901908785463,0.7431718585083895,0.002,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287374928213,17.213733262890663,345,-0.518026701462219,-1.2105125753398727,135,0.4516222990088104,0.9669499435800422,105,-2.9527840594988586,1.0882030951280675,0.15828139253592463,0.04,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.6644075886065743,9.610061691169957,276,-0.818004504409357,-0.9618423317461211,117,-0.3000680241497947,-0.27641870640594535,56,-2.7763776198487022,0.9114943303283565,-0.08188718555293092,0.456,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.0066779379315003,14.164181885308103,345,-1.622844246834188,-4.165538539214452,141,0.18365646368668162,0.3406147248491642,102,-5.117741459487535,1.0293656204899115,0.09152264058675812,0.118,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,9.0,10.0,15,29,8,16,52,2.2999051924853573,19.44098865582038,309,3.285923151806725,9.960460083366174,108,2.7120535966311157,8.026306652948634,90,-2.4978657223962752,1.8330091712478598,1.1792023451629223,0.002,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.0066779379315003,14.164181885308103,345,-1.622844246834188,-4.165538539214452,141,0.18365646368668162,0.3406147248491642,102,-5.117741459487535,1.0293656204899115,0.09152264058675812,0.118,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.640246971683408,10.770717573178912,207,0.34190158681286986,0.5047213004009787,87,0.9482205196343928,1.4629348850220714,84,-2.2826887046739297,1.2022396434773033,0.359140841672782,0.588,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.6644075886065743,9.610061691169957,276,-0.818004504409357,-0.9618423317461211,117,-0.3000680241497947,-0.27641870640594535,56,-2.7763776198487022,0.9114943303283565,-0.08188718555293092,0.456,
CHZ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.5,7.5,8.5,5,29,9,28,52,2.640246971683408,10.770717573178912,207,0.34190158681286986,0.5047213004009787,87,0.9482205196343928,1.4629348850220714,84,-2.2826887046739297,1.2022396434773033,0.359140841672782,0.588,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.25,5.5,6.5,5,28,15,26,52,2.0394386472711945,6.313449069819166,270,0.5710696169106584,0.659730485853327,102,0.5411592551613439,0.667321654161146,102,-2.0042797778315524,1.118178658103834,0.2653471610364081,0.378,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.6644075886065743,9.610061691169957,276,-0.818004504409357,-0.9618423317461211,117,-0.3000680241497947,-0.27641870640594535,56,-2.7763776198487022,0.9114943303283565,-0.08188718555293092,0.456,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,9.5,10.0,7,21,10,18,52,3.3856693258515924,20.183397847776273,268,0.1478636478672374,0.23890475880359308,103,-0.9525175010008141,-2.219577063614886,112,-5.018718355801299,0.8160445436200863,-0.28133801896357047,0.342,
CRV,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.25,5.5,9.5,9,28,9,16,52,0.9466503847811562,6.884666779674631,361,-4.144147526548996,-9.602762326615121,126,1.7628806515991517,4.348968560216693,117,-1.545616784607251,1.3577644207169892,1.8622299002251916,0.036,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,18,38,9,19,52,3.9223971305930045,28.836129830173828,309,0.4114793332497662,0.9213900257839747,114,2.9150151653507774,7.285094798032121,99,-1.4997027798063667,1.7675901908785463,0.7431718585083895,0.002,
CRV,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.25,5.5,9.5,9,28,9,16,52,0.9466503847811562,6.884666779674631,361,-4.144147526548996,-9.602762326615121,126,1.7628806515991517,4.348968560216693,117,-1.545616784607251,1.3577644207169892,1.8622299002251916,0.036,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.807448886077926,12.720552939937747,234,1.585872880615798,1.6575386327323915,69,1.5757085651926346,2.009856302490376,94,-2.1669427882756387,1.387374194584935,0.4138489083738641,0.02,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389732749664,15.129077091981102,321,-0.16750958280220044,-0.5628021995054633,114,1.3250792611631559,4.008276527679722,120,-4.987637019110613,1.2535198669494807,0.7503539370365512,0.018,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.807448886077926,12.720552939937747,234,1.585872880615798,1.6575386327323915,69,1.5757085651926346,2.009856302490376,94,-2.1669427882756387,1.387374194584935,0.4138489083738641,0.02,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.0066779379315003,14.164181885308103,345,-1.622844246834188,-4.165538539214452,141,0.18365646368668162,0.3406147248491642,102,-5.117741459487535,1.0293656204899115,0.09152264058675812,0.118,
ZIL,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.5,5.0,8.0,10.0,13,26,8,25,52,1.7659389732749664,15.129077091981102,321,-0.16750958280220044,-0.5628021995054633,114,1.3250792611631559,4.008276527679722,120,-4.987637019110613,1.2535198669494807,0.7503539370365512,0.018,
ONE,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,2.0,4.75,6.5,9.5,18,38,9,19,52,3.9223971305930045,28.836129830173828,309,0.4114793332497662,0.9213900257839747,114,2.9150151653507774,7.285094798032121,99,-1.4997027798063667,1.7675901908785463,0.7431718585083895,0.002,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287374928213,17.213733262890663,345,-0.518026701462219,-1.2105125753398727,135,0.4516222990088104,0.9669499435800422,105,-2.9527840594988586,1.0882030951280675,0.15828139253592463,0.04,
ROSE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.75,2.25,5.5,6.5,5,28,15,26,52,2.0394386472711945,6.313449069819166,270,0.5710696169106584,0.659730485853327,102,0.5411592551613439,0.667321654161146,102,-2.0042797778315524,1.118178658103834,0.2653471610364081,0.378,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,9.5,10.0,7,21,10,18,52,3.3856693258515924,20.183397847776273,268,0.1478636478672374,0.23890475880359308,103,-0.9525175010008141,-2.219577063614886,112,-5.018718355801299,0.8160445436200863,-0.28133801896357047,0.342,
KAVA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,2.25,5.5,7.0,9,28,9,21,52,2.853287374928213,17.213733262890663,345,-0.518026701462219,-1.2105125753398727,135,0.4516222990088104,0.9669499435800422,105,-2.9527840594988586,1.0882030951280675,0.15828139253592463,0.04,
PEPE,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.5,1.5,4.0,10.0,5,34,15,27,52,2.549778117796382,10.41384279549078,354,1.0301007107845077,1.2929066982683146,105,1.209464584744119,1.6134811044780095,102,-1.9855651901243054,1.2774943992117358,0.4743411108215901,0.074,
GALA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,4.25,4.25,5.5,7.0,7,30,15,18,52,2.8290384721765114,11.747586014105881,237,-0.7158319418743945,-1.0707321550990079,82,-0.10884891145388409,-0.17511083108598946,75,-3.0613936988304724,0.9717102754615701,-0.03847558544162941,0.184,
ILV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,2.0,2.75,9.0,10.0,8,37,12,29,52,3.459924169637355,23.82068551059382,327,3.5630884686282243,8.408916142804967,102,1.9656519842985085,4.10930319484899,85,-2.124417717918803,1.585455129248992,0.5681199609945597,0.022,
ENJ,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.25,4.25,7.5,9.5,18,38,10,25,52,3.2458963619016,21.175248542100245,312,-2.2597012327327732,-5.2758979797003835,129,0.8822553255996618,2.0419695181887354,120,-4.227667555480519,1.153837581332775,0.271806375568564,0.078,
PIXEL,FAIL,binance,1H,2024-02-19,2026-01-23,16905,42,TRADES<50,5.0,1.5,3.5,10.0,11,36,12,22,52,3.482728933470391,7.052826968648684,267,-1.2957013573199692,-1.2292111740070166,93,6.018136756260906,2.1903371172717456,47,-0.005235849415929916,54.07154717037801,1.7279945902261444,0.0,
SAND,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.75,5.0,6.5,7.0,15,27,13,23,52,2.648305332267042,22.256738831131063,303,-1.4104037897697674,-4.117410631070939,132,1.2373229007465412,3.280204669250897,99,-3.1987511954265857,1.2892264961110889,0.4672130836542739,0.11,
MANA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,1.5,3.25,8.0,9.5,13,30,9,21,52,2.190827122468416,18.556179153623155,342,-0.801265025730035,-2.406889005678603,138,1.2714911208511113,3.576340443980275,123,-3.6548959018311677,1.2362685733112824,0.5803703577571725,0.102,
WIF,FAIL,binance,1H,2024-03-05,2026-01-23,16541,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,3.25,3.25,5.0,10.0,12,30,15,17,52,5.37440225932562,19.70399666699818,222,1.4589523530645834,2.1696752738289637,104,-0.1410902790505146,-0.23428910104643652,83,-3.115484455469275,0.9674844038651504,-0.026252273693450442,0.23,
RONIN,FAIL,binance,1H,2024-02-05,2026-01-23,17238,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,1.75,1.75,6.0,9.0,6,28,13,29,52,3.0824257355673206,16.254708185308452,306,0.16521862381350083,0.2603877762472617,126,-1.1687743671924427,-2.211211875307506,99,-4.240465862458365,0.7766428155125206,-0.379173568954559,0.186,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.442425996711992,16.75681034297196,258,0.0002790728322077787,-0.045264335013073254,114,-0.6573821385695374,-1.2150408000542345,96,-4.448226479667284,0.8772385961508051,-0.19096478448554338,0.392,
GALA,SUCCESS,binance,1H,2024-01-24,2026-01-23,17520,42,,1.75,5.0,9.0,10.0,15,29,8,16,52,2.2999051924853573,19.44098865582038,309,3.285923151806725,9.960460083366174,108,2.7120535966311157,8.026306652948634,90,-2.4978657223962752,1.8330091712478598,1.1792023451629223,0.002,
FIL,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,5.0,2.0,5.5,8.5,7,36,9,24,52,3.664407600328416,9.610061728822084,276,-0.8180058975008697,-0.9618442242352865,117,-0.3000679879020054,-0.27641867436739576,56,-2.7763776189651868,0.9114943401327229,-0.081887175399132,0.438,
THETA,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.0,4.25,5.5,10.0,10,26,11,20,52,2.006678012781776,14.164182471192621,345,-1.6228442472871405,-4.1655385405581775,141,0.18365641251406212,0.34061461221188694,102,-5.117741465033898,1.0293656107789417,0.09152261167174833,0.09,
SUSHI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,WFE<0.6; OVERFIT,4.75,3.25,7.0,9.0,5,34,10,28,52,3.80744895224016,12.720553220208487,234,1.5858728774197817,1.6575386289822802,69,1.5757085549283125,2.0098562881480486,94,-2.1669427885961046,1.3873741918197635,0.4138488984865378,0.018,
CRV,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0,2.0,4.25,5.5,9.5,12,38,11,21,52,1.0933414492314228,7.924044896590976,355,-3.8874352560481134,-8.122278705379626,108,0.8928943852248551,2.0823940410554576,111,-2.0746072210326982,1.1711566049836484,0.8166656316309289,0.07,
CFX,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.5,9.5,10.0,7,21,10,18,52,3.385669665280115,20.183401067855343,268,0.14786364459480658,0.23890475239614073,103,-0.9525180646465985,-2.2195784866389845,112,-5.018719778825398,0.8160444473723963,-0.28133815723802796,0.292,
FLOKI,FAIL,binance,1H,2024-01-24,2026-01-23,17520,42,OOS_SHARPE<1.0; WFE<0.6; OVERFIT,2.75,3.75,5.0,9.0,17,21,11,27,52,3.4424260192810996,16.75681048317297,258,0.0002790682165908747,-0.045264343778239624,114,-0.6573821040050108,-1.2150407403670904,96,-4.448226477060546,0.8772386021808406,-0.19096477319280067,0.392,
